row_id,source_dataset,source_row_id,geometry_family,data_type,fluid,pressure_kPa,mass_flux_kg_m2s,quality,subcooling_K,subcooling_kJkg,diameter_mm,heated_length_mm,CHF_kW_m2,reference_id,author,source_citation,inlet_temperature_C,assumptions,D_e_mm,wallpower,wallmesh,chf_location,shape,continuous,coil_no,appendix,rho_l_over_rho_g,fin_shape,fin_array,fin_width_um,fin_height_um,fin_spacing_um,coverage,porosity,mbl_lateral_um,mbl_total_um,roughness_factor,surface_material,heater_width_mm,orientation,angle_deg,tsat_minus_tpool_K,surface_tension_N_m,rho_l_kg_m3,cp_l_J_kgK,kl_W_mK,mu_l_Pa_s,alpha_m2_s,ja,r_bubble_m
nrc_groeneveld_24579pt__16986,nrc_groeneveld_24579pt,16987,tube,raw_experimental,water,9800.0,1000.0,0.353,,359.0,8.0,780.0,2121.0,39,,,240.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__16987,nrc_groeneveld_24579pt,16988,tube,raw_experimental,water,9800.0,1000.0,0.367,,315.0,8.0,780.0,2061.0,39,,,249.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__16988,nrc_groeneveld_24579pt,16989,tube,raw_experimental,water,9800.0,1000.0,0.384,,266.0,8.0,780.0,1996.0,39,,,259.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__16989,nrc_groeneveld_24579pt,16990,tube,raw_experimental,water,9800.0,1000.0,0.394,,216.0,8.0,780.0,1900.0,39,,,269.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__16990,nrc_groeneveld_24579pt,16991,tube,raw_experimental,water,9800.0,1000.0,0.404,,165.0,8.0,780.0,1805.0,39,,,279.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__16991,nrc_groeneveld_24579pt,16992,tube,raw_experimental,water,9800.0,1000.0,0.422,,112.0,8.0,780.0,1729.0,39,,,289.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__16992,nrc_groeneveld_24579pt,16993,tube,raw_experimental,water,9800.0,1000.0,0.434,,57.0,8.0,780.0,1624.0,39,,,299.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__16993,nrc_groeneveld_24579pt,16994,tube,raw_experimental,water,9800.0,983.0,0.159,,1175.0,8.0,790.0,3343.0,39,,,51.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__16994,nrc_groeneveld_24579pt,16995,tube,raw_experimental,water,9800.0,983.0,0.145,,1133.0,8.0,790.0,3198.0,39,,,61.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__16995,nrc_groeneveld_24579pt,16996,tube,raw_experimental,water,9800.0,983.0,0.151,,1086.0,8.0,790.0,3105.0,39,,,72.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__16996,nrc_groeneveld_24579pt,16997,tube,raw_experimental,water,9800.0,983.0,0.166,,1049.0,8.0,790.0,3064.0,39,,,81.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__16997,nrc_groeneveld_24579pt,16998,tube,raw_experimental,water,9800.0,989.0,0.16,,1007.0,8.0,790.0,2960.0,39,,,91.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__16998,nrc_groeneveld_24579pt,16999,tube,raw_experimental,water,9800.0,989.0,0.168,,982.0,8.0,790.0,2924.0,39,,,97.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__16999,nrc_groeneveld_24579pt,17000,tube,raw_experimental,water,9800.0,989.0,0.182,,940.0,8.0,790.0,2867.0,39,,,107.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17000,nrc_groeneveld_24579pt,17001,tube,raw_experimental,water,9800.0,995.0,0.18,,902.0,8.0,790.0,2784.0,39,,,116.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17001,nrc_groeneveld_24579pt,17002,tube,raw_experimental,water,9800.0,989.0,0.194,,855.0,8.0,790.0,2701.0,39,,,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17002,nrc_groeneveld_24579pt,17003,tube,raw_experimental,water,9800.0,989.0,0.199,,812.0,8.0,790.0,2613.0,39,,,138.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17003,nrc_groeneveld_24579pt,17004,tube,raw_experimental,water,9800.0,995.0,0.225,,769.0,8.0,790.0,2608.0,39,,,148.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17004,nrc_groeneveld_24579pt,17005,tube,raw_experimental,water,9800.0,1000.0,0.234,,735.0,8.0,790.0,2567.0,39,,,156.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17005,nrc_groeneveld_24579pt,17006,tube,raw_experimental,water,9800.0,1000.0,0.236,,704.0,8.0,790.0,2499.0,39,,,163.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17006,nrc_groeneveld_24579pt,17007,tube,raw_experimental,water,9800.0,995.0,0.246,,660.0,8.0,790.0,2411.0,39,,,173.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17007,nrc_groeneveld_24579pt,17008,tube,raw_experimental,water,9800.0,995.0,0.26,,611.0,8.0,790.0,2339.0,39,,,184.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17008,nrc_groeneveld_24579pt,17009,tube,raw_experimental,water,9800.0,995.0,0.286,,544.0,8.0,790.0,2261.0,39,,,199.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17009,nrc_groeneveld_24579pt,17010,tube,raw_experimental,water,9800.0,995.0,0.298,,526.0,8.0,790.0,2256.0,39,,,203.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17010,nrc_groeneveld_24579pt,17011,tube,raw_experimental,water,9800.0,1000.0,0.323,,457.0,8.0,790.0,2184.0,39,,,219.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17011,nrc_groeneveld_24579pt,17012,tube,raw_experimental,water,9800.0,1000.0,0.335,,420.0,8.0,790.0,2132.0,39,,,227.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17012,nrc_groeneveld_24579pt,17013,tube,raw_experimental,water,9800.0,995.0,0.351,,373.0,8.0,790.0,2060.0,39,,,237.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17013,nrc_groeneveld_24579pt,17014,tube,raw_experimental,water,9800.0,995.0,0.374,,325.0,8.0,790.0,2018.0,39,,,247.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17014,nrc_groeneveld_24579pt,17015,tube,raw_experimental,water,9800.0,983.0,0.396,,266.0,8.0,790.0,1925.0,39,,,259.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17015,nrc_groeneveld_24579pt,17016,tube,raw_experimental,water,9800.0,983.0,0.416,,226.0,8.0,790.0,1894.0,39,,,267.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17016,nrc_groeneveld_24579pt,17017,tube,raw_experimental,water,9800.0,989.0,0.435,,154.0,8.0,790.0,1791.0,39,,,281.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17017,nrc_groeneveld_24579pt,17018,tube,raw_experimental,water,9800.0,1007.0,0.418,,726.0,8.0,1570.0,1639.0,39,,,158.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17018,nrc_groeneveld_24579pt,17019,tube,raw_experimental,water,9800.0,996.0,0.454,,687.0,8.0,1570.0,1631.0,39,,,167.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17019,nrc_groeneveld_24579pt,17020,tube,raw_experimental,water,9800.0,1001.0,0.459,,638.0,8.0,1570.0,1588.0,39,,,178.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17020,nrc_groeneveld_24579pt,17021,tube,raw_experimental,water,9800.0,990.0,0.485,,585.0,8.0,1570.0,1548.0,39,,,190.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17021,nrc_groeneveld_24579pt,17022,tube,raw_experimental,water,9800.0,1001.0,0.476,,549.0,8.0,1570.0,1505.0,39,,,198.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17022,nrc_groeneveld_24579pt,17023,tube,raw_experimental,water,9800.0,996.0,0.493,,512.0,8.0,1570.0,1480.0,39,,,207.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17023,nrc_groeneveld_24579pt,17024,tube,raw_experimental,water,9800.0,1007.0,0.49,,457.0,8.0,1570.0,1421.0,39,,,219.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17024,nrc_groeneveld_24579pt,17025,tube,raw_experimental,water,9800.0,1001.0,0.489,,411.0,8.0,1570.0,1353.0,39,,,229.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17025,nrc_groeneveld_24579pt,17026,tube,raw_experimental,water,9800.0,1007.0,0.491,,359.0,8.0,1570.0,1298.0,39,,,240.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17026,nrc_groeneveld_24579pt,17027,tube,raw_experimental,water,9800.0,996.0,0.505,,310.0,8.0,1570.0,1247.0,39,,,250.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17027,nrc_groeneveld_24579pt,17028,tube,raw_experimental,water,9800.0,990.0,0.525,,271.0,8.0,1570.0,1224.0,39,,,258.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17028,nrc_groeneveld_24579pt,17029,tube,raw_experimental,water,9800.0,1001.0,0.524,,216.0,8.0,1570.0,1166.0,39,,,269.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17029,nrc_groeneveld_24579pt,17030,tube,raw_experimental,water,9800.0,1012.0,0.515,,180.0,8.0,1570.0,1118.0,39,,,276.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17030,nrc_groeneveld_24579pt,17031,tube,raw_experimental,water,9800.0,1001.0,0.532,,106.0,8.0,1570.0,1040.0,39,,,290.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17031,nrc_groeneveld_24579pt,17032,tube,raw_experimental,water,9800.0,1001.0,0.552,,45.0,8.0,1570.0,994.0,39,,,301.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17032,nrc_groeneveld_24579pt,17033,tube,raw_experimental,water,9800.0,1001.0,0.587,,855.0,8.0,5030.0,647.0,39,,,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17033,nrc_groeneveld_24579pt,17034,tube,raw_experimental,water,9800.0,1001.0,0.588,,799.0,8.0,5030.0,626.0,39,,,141.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17034,nrc_groeneveld_24579pt,17035,tube,raw_experimental,water,9800.0,1017.0,0.58,,743.0,8.0,5030.0,609.0,39,,,154.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17035,nrc_groeneveld_24579pt,17036,tube,raw_experimental,water,9800.0,1001.0,0.594,,687.0,8.0,5030.0,585.0,39,,,167.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17036,nrc_groeneveld_24579pt,17037,tube,raw_experimental,water,9800.0,1001.0,0.595,,634.0,8.0,5030.0,564.0,39,,,179.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17037,nrc_groeneveld_24579pt,17038,tube,raw_experimental,water,9800.0,1001.0,0.599,,571.0,8.0,5030.0,542.0,39,,,193.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17038,nrc_groeneveld_24579pt,17039,tube,raw_experimental,water,9800.0,1001.0,0.599,,517.0,8.0,5030.0,521.0,39,,,205.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17039,nrc_groeneveld_24579pt,17040,tube,raw_experimental,water,9800.0,1001.0,0.576,,453.0,8.0,5030.0,484.0,39,,,220.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17040,nrc_groeneveld_24579pt,17041,tube,raw_experimental,water,9800.0,995.0,0.605,,301.0,8.0,5030.0,437.0,39,,,252.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17041,nrc_groeneveld_24579pt,17042,tube,raw_experimental,water,9800.0,1001.0,0.571,,246.0,8.0,5030.0,400.0,39,,,263.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17042,nrc_groeneveld_24579pt,17043,tube,raw_experimental,water,9800.0,1001.0,0.598,,170.0,8.0,5030.0,384.0,39,,,278.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17043,nrc_groeneveld_24579pt,17044,tube,raw_experimental,water,9800.0,1001.0,0.589,,84.0,8.0,5030.0,345.0,39,,,294.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17044,nrc_groeneveld_24579pt,17045,tube,raw_experimental,water,9800.0,1599.0,0.092,,897.0,8.0,780.0,4067.0,39,,,118.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17045,nrc_groeneveld_24579pt,17046,tube,raw_experimental,water,9800.0,1599.0,0.071,,897.0,8.0,780.0,3957.0,39,,,118.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17046,nrc_groeneveld_24579pt,17047,tube,raw_experimental,water,9800.0,1599.0,0.084,,855.0,8.0,780.0,3851.0,39,,,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17047,nrc_groeneveld_24579pt,17048,tube,raw_experimental,water,9800.0,1599.0,0.092,,808.0,8.0,780.0,3709.0,39,,,139.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17048,nrc_groeneveld_24579pt,17049,tube,raw_experimental,water,9800.0,1599.0,0.102,,748.0,8.0,780.0,3520.0,39,,,153.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17049,nrc_groeneveld_24579pt,17050,tube,raw_experimental,water,9800.0,1599.0,0.105,,713.0,8.0,780.0,3399.0,39,,,161.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17050,nrc_groeneveld_24579pt,17051,tube,raw_experimental,water,9800.0,1599.0,0.117,,665.0,8.0,780.0,3273.0,39,,,172.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17051,nrc_groeneveld_24579pt,17052,tube,raw_experimental,water,9800.0,1599.0,0.119,,616.0,8.0,780.0,3089.0,39,,,183.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17052,nrc_groeneveld_24579pt,17053,tube,raw_experimental,water,9800.0,1599.0,0.14,,571.0,8.0,780.0,3025.0,39,,,193.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17053,nrc_groeneveld_24579pt,17054,tube,raw_experimental,water,9800.0,1599.0,0.149,,526.0,8.0,780.0,2894.0,39,,,203.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17054,nrc_groeneveld_24579pt,17055,tube,raw_experimental,water,9800.0,1619.0,-0.018,,1103.0,8.0,780.0,4471.0,39,,,68.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17055,nrc_groeneveld_24579pt,17056,tube,raw_experimental,water,9800.0,1625.0,-0.006,,1065.0,8.0,780.0,4395.0,39,,,77.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17056,nrc_groeneveld_24579pt,17057,tube,raw_experimental,water,9800.0,1619.0,0.013,,1019.0,8.0,780.0,4295.0,39,,,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17057,nrc_groeneveld_24579pt,17058,tube,raw_experimental,water,9800.0,1614.0,0.028,,977.0,8.0,780.0,4194.0,39,,,99.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17058,nrc_groeneveld_24579pt,17059,tube,raw_experimental,water,9800.0,1603.0,0.046,,940.0,8.0,780.0,4103.0,39,,,107.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17059,nrc_groeneveld_24579pt,17060,tube,raw_experimental,water,9800.0,1603.0,0.05,,897.0,8.0,780.0,3951.0,39,,,118.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17060,nrc_groeneveld_24579pt,17061,tube,raw_experimental,water,9800.0,1603.0,0.045,,859.0,8.0,780.0,3770.0,39,,,127.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17061,nrc_groeneveld_24579pt,17062,tube,raw_experimental,water,9800.0,1603.0,0.069,,812.0,8.0,780.0,3709.0,39,,,138.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17062,nrc_groeneveld_24579pt,17063,tube,raw_experimental,water,9800.0,1603.0,0.085,,765.0,8.0,780.0,3598.0,39,,,149.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17063,nrc_groeneveld_24579pt,17064,tube,raw_experimental,water,9800.0,1603.0,0.095,,726.0,8.0,780.0,3497.0,39,,,158.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17064,nrc_groeneveld_24579pt,17065,tube,raw_experimental,water,9800.0,1603.0,0.101,,682.0,8.0,780.0,3351.0,39,,,168.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17065,nrc_groeneveld_24579pt,17066,tube,raw_experimental,water,9800.0,1614.0,0.112,,625.0,8.0,780.0,3199.0,39,,,181.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17066,nrc_groeneveld_24579pt,17067,tube,raw_experimental,water,9800.0,1614.0,0.112,,625.0,8.0,780.0,3199.0,39,,,181.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17067,nrc_groeneveld_24579pt,17068,tube,raw_experimental,water,9800.0,1603.0,0.126,,594.0,8.0,780.0,3129.0,39,,,188.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17068,nrc_groeneveld_24579pt,17069,tube,raw_experimental,water,9800.0,1619.0,0.038,,956.0,8.0,780.0,4158.0,39,,,104.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17069,nrc_groeneveld_24579pt,17070,tube,raw_experimental,water,9800.0,1587.0,0.063,,923.0,8.0,780.0,4072.0,39,,,111.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17070,nrc_groeneveld_24579pt,17071,tube,raw_experimental,water,9800.0,1576.0,0.083,,872.0,8.0,780.0,3946.0,39,,,123.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17071,nrc_groeneveld_24579pt,17072,tube,raw_experimental,water,9800.0,1576.0,0.085,,829.0,8.0,780.0,3785.0,39,,,134.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17072,nrc_groeneveld_24579pt,17073,tube,raw_experimental,water,9800.0,1603.0,0.079,,812.0,8.0,780.0,3745.0,39,,,138.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17073,nrc_groeneveld_24579pt,17074,tube,raw_experimental,water,9800.0,1581.0,0.092,,769.0,8.0,780.0,3594.0,39,,,148.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17074,nrc_groeneveld_24579pt,17075,tube,raw_experimental,water,9800.0,1603.0,0.089,,765.0,8.0,780.0,3610.0,39,,,149.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17075,nrc_groeneveld_24579pt,17076,tube,raw_experimental,water,9800.0,1597.0,0.096,,722.0,8.0,780.0,3459.0,39,,,159.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17076,nrc_groeneveld_24579pt,17077,tube,raw_experimental,water,9800.0,1603.0,0.103,,687.0,8.0,780.0,3368.0,39,,,167.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17077,nrc_groeneveld_24579pt,17078,tube,raw_experimental,water,9800.0,1597.0,0.102,,682.0,8.0,780.0,3333.0,39,,,168.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17078,nrc_groeneveld_24579pt,17079,tube,raw_experimental,water,9800.0,1603.0,0.102,,638.0,8.0,780.0,3162.0,39,,,178.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17079,nrc_groeneveld_24579pt,17080,tube,raw_experimental,water,9800.0,1603.0,0.102,,598.0,8.0,780.0,3001.0,39,,,187.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17080,nrc_groeneveld_24579pt,17081,tube,raw_experimental,water,9800.0,1587.0,0.113,,594.0,8.0,780.0,3011.0,39,,,188.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17081,nrc_groeneveld_24579pt,17082,tube,raw_experimental,water,9800.0,1590.0,0.231,,363.0,8.0,970.0,2198.0,39,,,239.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17082,nrc_groeneveld_24579pt,17083,tube,raw_experimental,water,9800.0,1595.0,0.25,,310.0,8.0,970.0,2116.0,39,,,250.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17083,nrc_groeneveld_24579pt,17084,tube,raw_experimental,water,9800.0,1595.0,0.267,,266.0,8.0,970.0,2047.0,39,,,259.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17084,nrc_groeneveld_24579pt,17085,tube,raw_experimental,water,9800.0,1595.0,0.282,,211.0,8.0,970.0,1932.0,39,,,270.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17085,nrc_groeneveld_24579pt,17086,tube,raw_experimental,water,9800.0,1595.0,0.316,,159.0,8.0,970.0,1912.0,39,,,281.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17086,nrc_groeneveld_24579pt,17087,tube,raw_experimental,water,9800.0,1590.0,0.325,,117.0,8.0,970.0,1805.0,39,,,288.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17087,nrc_groeneveld_24579pt,17088,tube,raw_experimental,water,9800.0,1595.0,0.343,,51.0,8.0,970.0,1670.0,39,,,300.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17088,nrc_groeneveld_24579pt,17089,tube,raw_experimental,water,9800.0,1620.0,0.373,,216.0,8.0,1570.0,1467.0,39,,,269.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17089,nrc_groeneveld_24579pt,17090,tube,raw_experimental,water,9800.0,1620.0,0.391,,159.0,8.0,1570.0,1398.0,39,,,281.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17090,nrc_groeneveld_24579pt,17091,tube,raw_experimental,water,9800.0,1625.0,0.395,,112.0,8.0,1570.0,1317.0,39,,,289.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17091,nrc_groeneveld_24579pt,17092,tube,raw_experimental,water,9800.0,1620.0,0.418,,34.0,8.0,1570.0,1212.0,39,,,303.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17092,nrc_groeneveld_24579pt,17093,tube,raw_experimental,water,9800.0,1601.0,0.302,,594.0,8.0,1570.0,2023.0,39,,,188.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17093,nrc_groeneveld_24579pt,17094,tube,raw_experimental,water,9800.0,1601.0,0.312,,549.0,8.0,1570.0,1960.0,39,,,198.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17094,nrc_groeneveld_24579pt,17095,tube,raw_experimental,water,9800.0,1601.0,0.328,,489.0,8.0,1570.0,1884.0,39,,,212.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17095,nrc_groeneveld_24579pt,17096,tube,raw_experimental,water,9800.0,1601.0,0.326,,439.0,8.0,1570.0,1778.0,39,,,223.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17096,nrc_groeneveld_24579pt,17097,tube,raw_experimental,water,9800.0,1601.0,0.339,,392.0,8.0,1570.0,1717.0,39,,,233.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__17097,nrc_groeneveld_24579pt,17098,tube,raw_experimental,water,9800.0,1601.0,0.346,,344.0,8.0,1570.0,1642.0,39,,,243.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
